rounded_lat,rounded_long,rounded_date,astronomical_twilight_begin,nautical_twilight_begin,civil_twilight_begin,sunrise,solar_noon,sunset,civil_twilight_end,nautical_twilight_end,astronomical_twilight_end
40,-120,2016-04-03,43551,45567,47517,49079,72183,8886,10448,12398,14414
30,-100,2016-03-13,41507,43179,44843,46201,67756,2910,4268,5932,7604
40,-80,2016-03-13,36198,38105,39991,41526,62957,84388,85923,1408,3315
30,-120,2016-03-06,46798,48463,50126,51487,72663,7440,8801,10464,12129
50,-120,2016-03-06,45805,48081,50325,52159,72663,6768,8602,10846,13122
40,-90,2016-02-28,39911,41793,43676,45223,65554,85884,1032,2915,4797
40,-80,2016-02-28,37513,39395,41278,42826,63154,83483,85030,513,2395
40,-80,2016-02-21,38091,39972,41863,43426,63218,83009,84572,63,1944
50,-120,2016-02-14,48223,50467,52740,54644,72849,4655,6558,8832,11075
40,-80,2016-02-14,38602,40489,42395,43977,63249,82522,84104,86010,1497
40,-120,2016-02-14,48195,50081,51987,53569,72849,5729,7311,9217,11104
40,-120,2016-02-07,48633,50530,52456,54061,72846,5231,6836,8761,10658
50,-120,2016-02-07,48860,51114,53416,55359,72846,3933,5876,8178,10432
30,-80,2016-01-31,38931,40630,42351,43778,63203,82627,84054,85776,1074
60,-150,2016-01-31,56935,59854,62910,65612,80004,7997,10699,13755,16674
40,-70,2016-01-31,36996,38908,40857,42488,60802,79117,80748,82697,84608
20,-160,2016-01-24,57650,59239,60843,62167,82323,16080,17403,19008,20597
30,-80,2016-01-17,39150,40877,42634,44097,62999,81901,83364,85122,448
30,-80,2016-01-10,39147,40886,42658,44137,62844,81551,83029,84802,141
40,-70,2016-01-03,37497,39468,41502,43225,60260,77296,79019,81052,83023
60,-150,2016-01-03,58662,61729,65090,68271,79467,4262,7443,10804,13871
40,-90,2015-12-27,42193,44171,46214,47948,64861,81774,83509,85551,1129
40,-80,2015-12-13,39348,41324,43364,45095,62048,79001,80732,82771,84747
30,-100,2015-12-06,43033,44778,46558,48044,66660,85277,363,2143,3888
40,-100,2015-11-22,43093,45031,47018,48692,66367,84041,85715,1302,3240
40,-70,2015-11-22,35888,37826,39813,41486,59165,76844,78518,80505,82442
50,-110,2015-11-22,46147,48455,50853,52919,68767,84615,281,2680,4987
30,-120,2015-11-15,46951,48658,50390,51830,71075,3921,5361,7093,8800
40,-80,2015-11-15,37884,39805,41768,43416,61474,79533,81181,83144,85065
30,-80,2015-11-15,37346,39053,40785,42224,61474,80725,82164,83896,85603
40,-70,2015-11-15,35482,37403,39366,41014,59074,77134,78782,80745,82666
50,-120,2015-11-15,48000,50285,52646,54664,71075,1087,3105,5466,7751
30,-80,2015-11-08,37055,38748,40462,41883,61424,80965,82386,84100,85793
40,-70,2015-11-08,35066,36972,38911,40533,59024,77515,79137,81076,82982
40,-80,2015-11-08,37468,39373,41313,42934,61424,79914,81535,83475,85380
40,-110,2015-11-08,44673,46579,48519,50140,68624,709,2330,4270,6176
30,-110,2015-11-08,44258,45951,47666,49087,68624,1762,3183,4898,6591
30,-120,2015-11-08,46659,48352,50067,51488,71025,4161,5582,7297,8990
40,-120,2015-11-08,47075,48980,50920,52542,71025,3107,4729,6669,8574
40,-120,2015-11-01,46655,48548,50466,52063,71015,3566,5163,7082,8975
40,-110,2015-10-18,43412,45292,47180,48738,68709,2280,3838,5726,7606
40,-110,2015-10-11,42990,44873,46754,48299,68804,2908,4453,6334,8218
30,-80,2015-10-04,35743,37409,39072,40432,61724,83016,84376,86039,1305
30,-110,2015-09-27,42696,44371,46036,47395,69058,4322,5681,7346,9021
40,-100,2015-09-27,39725,41638,43527,45062,66659,1856,3391,5280,7193
40,-90,2015-09-27,37323,39236,41125,42661,64260,85858,994,2883,4796
30,-120,2015-09-20,44841,46530,48204,49564,71604,7244,8605,10278,11967
40,-110,2015-09-20,41676,43618,45522,47062,69205,4948,6488,8392,10333
40,-80,2015-09-20,34471,36413,38317,39857,62007,84156,85696,1200,3142
40,-100,2015-09-13,38806,40786,42713,44263,66955,3247,4798,6725,8705
40,-70,2015-09-13,31600,33580,35508,37059,59757,82455,84006,85933,1514
40,-80,2015-09-13,34002,35982,37909,39460,62156,84853,3,1931,3911
40,-80,2015-09-06,33510,35539,37498,39065,62303,85540,707,2666,4695
40,-120,2015-09-06,43118,45146,47105,48671,71900,8729,10296,12254,14283
40,-70,2015-08-30,30590,32679,34678,36267,60039,83811,85400,999,3089
40,-80,2015-08-23,32446,34607,36654,38270,62559,448,2064,4110,6271
40,-90,2015-08-23,34848,37009,39055,40672,64958,2845,4461,6507,8668
40,-70,2015-08-23,30044,32205,34252,35868,60159,84450,86066,1713,3875
40,-90,2015-08-16,34277,36521,38622,40270,65057,3444,5092,7194,9438
40,-110,2015-08-16,39081,41325,43426,45073,69857,8240,9887,11988,14232
40,-80,2015-08-16,31874,34119,36220,37869,62658,1047,2695,4796,7041
30,-120,2015-08-09,42988,44885,46708,48159,72330,10102,11553,13376,15272
40,-70,2015-08-09,28879,31219,33382,35066,60331,85597,881,3044,5383
30,-120,2015-07-26,42265,44260,46155,47653,72392,10731,12229,14124,16119
30,-110,2015-07-19,39515,41557,43486,45006,69979,8552,10071,12001,14043
30,-100,2015-07-19,37113,39156,41085,42605,67579,6152,7672,9602,11644
40,-80,2015-07-19,29509,32171,34531,36327,62778,2830,4626,6986,9648
30,-120,2015-07-12,41596,43679,45638,47177,72339,11101,12639,14599,16682
40,-80,2015-07-12,28991,31756,34174,36002,62738,3074,4902,7320,10085
40,-80,2015-07-05,28560,31409,33874,35727,62675,3223,5077,7541,10390
30,-110,2015-07-05,38920,41036,43019,44572,69876,8780,10333,12316,14432
40,-70,2015-06-28,25845,28751,31246,33116,60195,874,2744,5239,8145
40,-80,2015-06-21,28076,31002,33507,35383,62506,3230,5105,7610,10536
30,-120,2015-06-21,40972,43117,45120,46686,72108,11129,12695,14698,16843
40,-100,2015-06-21,32877,35803,38308,40183,67307,8030,9906,12411,15337
40,-120,2015-06-14,37664,40570,43066,44936,72017,12698,14568,17063,19970
40,-80,2015-06-14,28065,30971,33466,35336,62415,3095,4965,7460,10366
50,-110,2015-06-14,,33652,37552,40090,69616,12742,15281,19181,
50,-120,2015-06-07,,36328,40109,42606,71932,14858,17355,21136,
40,-80,2015-05-31,28512,31277,33695,35523,62260,2597,4425,6843,9608
50,-120,2015-05-31,29338,36817,40426,42861,71861,14461,16896,20505,27984
30,-110,2015-05-03,40072,41968,43791,45242,69412,7183,8633,10456,12352
40,-70,2015-05-03,28387,30723,32883,34565,59813,85061,343,2503,4839
40,-120,2015-05-03,40373,42711,44872,46555,71812,10669,12352,14513,16851
40,-80,2015-05-03,30784,33120,35281,36963,62213,1062,2744,4905,7241
30,-80,2015-04-26,33365,35213,37000,38428,62268,86108,1136,2924,4772
30,-80,2015-04-19,33887,35691,37447,38854,62348,85842,850,2605,4410
40,-90,2015-04-19,34670,36827,38871,40485,64748,2610,4224,6268,8425
50,-120,2015-04-12,40336,43061,45546,47473,72046,10219,12147,14631,17357
30,-80,2015-04-12,34431,36198,37925,39314,62448,85582,571,2298,4065
40,-90,2015-04-05,36222,38247,40203,41768,64962,1757,3322,5278,7303
30,-90,2015-03-08,39519,41184,42847,44207,65447,286,1646,3309,4975
30,-80,2015-03-01,37584,39247,40913,42280,63140,84001,85367,633,2296
40,-110,2015-03-01,44598,46480,48362,49908,70339,4371,5916,7798,9681
30,-120,2015-02-22,47595,49260,50934,52311,72808,6905,8281,9955,11621
50,-120,2015-02-08,48754,51006,53302,55238,72849,4061,5997,8293,10545
40,-90,2015-02-08,41366,43261,45183,46784,65649,84514,86115,1637,3532
30,-80,2015-02-08,38665,40348,42048,43455,63249,83043,84450,86151,1434
30,-110,2015-02-01,46095,47791,49509,50933,70414,3495,4919,6637,8333
40,-90,2015-01-25,42021,43945,45914,47566,65538,83510,85163,731,2656
40,-90,2015-01-18,42211,44152,46145,47824,65424,83024,84703,295,2237
30,-120,2015-01-11,48753,50490,52260,53736,72476,4817,6293,8063,9800
30,-80,2015-01-11,39153,40890,42660,44136,62874,81612,83088,84858,195
50,-110,2015-01-11,47899,50233,52674,54793,70076,85359,1077,3519,5853
50,-90,2014-12-28,43145,45509,47998,50175,64898,79621,81798,84286,250
30,-80,2014-12-28,38962,40716,42506,44002,62497,80992,82488,84278,86032
50,-120,2014-12-28,50346,52710,55199,57376,72100,425,2602,5090,7454
40,-110,2014-12-07,46298,48267,50297,52017,69093,86170,1490,3520,5488
40,-120,2014-12-07,48699,50668,52698,54418,71494,2170,3890,5920,7889
40,-90,2014-11-30,41145,43101,45114,46815,64123,81431,83133,85146,702
40,-70,2014-11-30,36342,38298,40310,42012,59322,76632,78334,80346,82302
40,-70,2014-11-23,35959,37899,39890,41568,59186,76803,78481,80472,82413
40,-70,2014-11-16,35555,37479,39447,41099,59087,77076,78728,80695,82619
40,-90,2014-11-16,40359,42283,44250,45903,63888,81873,83526,85493,1017
40,-80,2014-11-16,37957,39881,41849,43501,61488,79475,81127,83094,85018
40,-80,2014-11-09,37542,39450,41394,43020,61430,79840,81466,83410,85318
50,-120,2014-11-09,47524,49792,52122,54102,71031,1559,3539,5869,8137
30,-110,2014-11-09,44309,46005,47723,49147,68630,1714,3138,4856,6552
40,-70,2014-11-09,35141,37049,38992,40618,59030,77442,79067,81011,82919
40,-90,2014-11-02,39524,41419,43341,44942,63814,82685,84286,86208,1703
40,-80,2014-11-02,37123,39017,40939,42540,61414,80287,81888,83810,85704
40,-80,2014-10-26,36702,38587,40491,42069,61437,80805,82383,84287,86171
30,-110,2014-10-26,43754,45426,47112,48503,68636,2370,3761,5446,7119
40,-90,2014-10-26,39104,40989,42892,44471,63837,83202,84781,285,2169
30,-80,2014-10-26,36551,38223,39909,41299,61437,81574,82965,84651,86323
40,-110,2014-10-19,43487,45367,47257,48817,68695,2173,3733,5623,7504
50,-100,2014-10-19,40865,43108,45358,47227,66295,85364,832,3083,5326
30,-120,2014-10-19,45893,47559,49233,50611,71095,5179,6557,8231,9896
40,-120,2014-10-05,45040,46932,48813,50351,71299,5848,7386,9267,11158
30,-80,2014-09-28,35537,37210,38875,40234,61835,83436,84795,60,1733
30,-120,2014-09-21,44887,46573,48245,49605,71578,7151,8510,10182,11868
30,-90,2014-09-21,37684,39371,41042,42402,64380,86357,1317,2989,4675
40,-100,2014-09-21,39356,41291,43192,44731,66779,2427,3966,5866,7802
40,-90,2014-09-21,36954,38890,40790,42329,64380,30,1569,3469,5405
30,-120,2014-09-14,44623,46329,48013,49378,71727,7677,9042,10726,12432
40,-120,2014-09-14,43694,45666,47588,49137,71727,7918,9466,11389,13361
40,-80,2014-08-31,33086,35163,37154,38739,62415,86092,1276,3267,5345
50,-90,2014-08-31,33238,35943,38416,40339,64815,2891,4814,7287,9992
30,-120,2014-08-24,43735,45535,47286,48691,72137,9183,10588,12339,14139
40,-120,2014-08-24,42153,44300,46336,47947,72137,9927,11537,13574,15720
40,-110,2014-08-24,39751,41898,43935,45546,69737,7529,9140,11177,13324
40,-80,2014-08-03,30786,33209,35426,37140,62770,2000,3715,5931,8355
30,-110,2014-08-03,40289,42226,44079,45549,69970,7990,9461,11314,13250
40,-120,2014-07-27,39794,42325,44607,46360,72391,12023,13775,16057,18588
30,-80,2014-07-20,32371,34405,36330,37846,62783,1320,2836,4760,6795
40,-80,2014-07-06,28629,31465,33922,35772,62688,3204,5053,7510,10347
40,-120,2014-07-06,38235,41070,43526,45376,72289,12802,14651,17108,19942
30,-120,2014-07-06,41365,43476,45456,47006,72289,11171,12722,14701,16812
40,-120,2014-06-29,37896,40794,43284,45152,72212,12872,14739,17230,20127
30,-120,2014-06-29,41140,43275,45271,46832,72212,11191,12753,14749,16883
50,-120,2014-06-29,,36306,40186,42718,72212,15306,17837,21718,
40,-70,2014-06-29,25891,28789,31280,33148,60210,872,2740,5231,8129
30,-80,2014-06-22,31388,33533,35536,37102,62522,1543,3109,5112,7256
40,-70,2014-06-22,25694,28620,31124,33000,60122,844,2719,5224,8149
30,-110,2014-06-22,38589,40734,42737,44303,69723,8744,10310,12312,14457
40,-90,2014-06-22,30495,33420,35925,37801,64923,5645,7520,10025,12950
30,-80,2014-06-15,31325,33466,35465,37029,62431,1433,2997,4996,7137
40,-80,2014-06-08,28176,31038,33509,35366,62345,2923,4781,7252,10114
40,-120,2014-06-08,37773,40636,43108,44965,71946,12527,14385,16857,19720
30,-80,2014-06-08,31356,33477,35464,37019,62345,1271,2826,4812,6934
30,-90,2014-06-01,33880,35971,37935,39477,64672,3466,5008,6972,9063
30,-90,2014-05-25,34094,36145,38081,39604,64617,3230,4753,6688,8739
40,-80,2014-05-25,28857,31538,33908,35710,62217,2323,4125,6495,9176
40,20,2014-05-18,5399,7965,10269,12033,38185,64338,66101,68405,70971
40,-100,2014-05-11,34779,37240,39479,41206,66982,6357,8084,10324,12784
50,-70,2014-05-11,23023,26991,30044,32249,59782,914,3119,6173,10141
50,-120,2014-05-11,34995,38973,42030,44236,71782,12927,15133,18190,22168
30,-120,2014-05-11,41958,43913,45779,47257,71782,9906,11384,13250,15205
60,-150,2014-05-04,,40815,46369,49539,79005,22070,25240,30794,
40,-100,2014-05-04,35454,37808,39981,41670,67005,5941,7630,9802,12157
30,-90,2014-05-04,35194,37098,38927,40382,64605,2429,3884,5713,7617
30,-100,2014-05-04,37592,39496,41326,42780,67005,4830,6285,8114,10019
50,0,2014-04-27,8929,12119,14847,16897,43059,69220,71270,73998,77188
40,-120,2014-04-27,40970,43229,45339,46992,71856,10319,11972,14082,16341
50,-120,2014-04-20,38920,41870,44477,46467,71931,10995,12985,15592,18542
30,-80,2014-04-13,34333,36106,37838,39231,62429,85627,620,2352,4125
40,-80,2014-04-13,32910,35006,37010,38601,62429,86257,1448,3452,5548
30,-90,2014-04-13,36731,38504,40236,41629,64829,1628,3021,4753,6526
50,-120,2014-04-13,40126,42881,45383,47318,72027,10336,12272,14773,17529
50,-120,2014-04-06,41290,43894,46310,48203,72140,9677,11570,13986,16590
30,-80,2014-04-06,34888,36627,38335,39713,62542,85371,349,2056,3796
50,0,2014-03-23,14734,17129,19427,21267,43595,65923,67763,70061,72456
30,-90,2014-03-23,38393,40084,41758,43119,65191,863,2223,3898,5588
30,-80,2014-03-23,35995,37686,39360,40721,62791,84862,86222,1497,3187
40,-80,2014-03-09,36643,38538,40419,41956,63029,84101,85638,1119,3014
40,-80,2014-03-02,37295,39178,41060,42603,63125,83647,85191,672,2556
30,-90,2014-03-02,39903,41566,43231,44596,65525,54,1419,3084,4747
-20,-60,2014-02-23,31204,32802,34380,35657,58399,81141,82418,83996,85594
40,-90,2014-02-23,40291,42171,44059,45616,65598,85581,738,2625,4506
40,-120,2014-02-16,48021,49905,51805,53379,72842,5904,7478,9379,11263
50,-120,2014-02-09,48645,50895,53186,55114,72852,4189,6118,8409,10658
40,-80,2014-02-02,39279,41185,43125,44747,63223,81698,83320,85260,766
30,-90,2014-02-02,41261,42954,44669,46090,65623,85156,177,1892,3585
30,-80,2014-01-26,39035,40743,42476,43915,63154,82393,83833,85566,873
30,-110,2014-01-26,46233,47941,49674,51113,70355,3198,4637,6370,8077
30,-80,2014-01-19,39134,40855,42606,44064,63046,82029,83487,85238,559
40,-80,2014-01-19,39785,41723,43712,45386,63046,80707,82381,84369,86308
50,-120,2014-01-19,50038,52346,54745,56812,72649,2085,4152,6551,8859
50,-80,2014-01-12,40673,43003,45439,47551,62903,78255,80366,82802,85133
30,-120,2014-01-12,48757,50492,52259,53732,72505,4879,6352,8119,9854
30,-90,2014-01-05,41507,43253,45033,46520,65130,83740,85226,607,2352
50,10,2014-01-05,19180,21530,23997,26147,41122,56098,58248,60715,63064
40,-120,2014-01-05,49515,51482,53510,55227,72332,3036,4754,6782,8749
40,-100,2013-12-29,44641,46617,48657,50388,67335,84282,86013,1653,3629
40,-80,2013-12-29,39840,41816,43856,45587,62533,79479,81211,83251,85227
30,-80,2013-12-29,38989,40742,42532,44027,62533,81040,82535,84324,86077
40,-110,2013-12-22,46883,48863,50908,52645,69529,13,1750,3795,5774
50,-110,2013-12-08,47241,49595,52068,54226,69126,84026,86184,2257,4611
40,-120,2013-12-08,48757,50728,52760,54483,71527,2170,3893,5926,7896
40,-110,2013-12-08,46356,48326,50359,52082,69126,86170,1493,3526,5496
50,-120,2013-12-08,49642,51996,54470,56628,71527,25,2184,4657,7011
30,-80,2013-12-08,38329,40077,41861,43351,61924,80497,81986,83770,85518
30,-120,2013-12-01,47650,49389,51161,52639,71353,3667,5145,6917,8656
40,-80,2013-12-01,38809,40767,42783,44488,61750,79013,80718,82734,84692
50,-120,2013-12-01,49221,51558,54004,56129,71353,177,2302,4748,7085
30,-120,2013-11-24,47355,49081,50837,52300,71210,3720,5183,6939,8665
50,-120,2013-11-24,48735,51050,53462,55545,71210,475,2558,4970,7285
40,-70,2013-11-17,35628,37555,39527,41184,59102,77020,78677,80649,82576
40,-90,2013-11-17,40431,42358,44330,45987,63903,81818,83475,85447,974
30,-80,2013-11-17,37451,39163,40902,42347,61502,80657,82103,83842,85553
30,-80,2013-11-10,37157,38855,40576,42003,61437,80872,82299,84020,85717
40,-110,2013-10-13,43140,45021,46904,48453,68767,2681,4230,6113,7994
40,-120,2013-10-06,45116,47006,48886,50426,71277,5729,7268,9149,11038
40,-70,2013-09-29,32675,34581,36466,38002,59411,80819,82355,84240,86146
40,-110,2013-09-22,41838,43768,45666,47204,69152,4700,6238,8136,10066
40,-80,2013-09-22,34632,36563,38461,39999,61954,83909,85447,944,2875
30,-100,2013-09-22,40131,41814,43484,44844,66753,2262,3621,5291,6975
50,-10,2013-09-15,15855,18303,20630,22482,45307,68133,69985,72312,74759
50,-120,2013-09-15,42290,44733,47058,48909,71701,8092,9944,12268,14712
40,-90,2013-09-08,36089,38100,40046,41607,64651,1295,2855,4802,6812
40,-80,2013-09-01,33179,35245,37229,38809,62392,85974,1155,3138,5205
50,-120,2013-09-01,40609,43286,45743,47657,71990,9922,11836,14293,16970
50,0,2013-09-01,11766,14450,16911,18827,43196,67565,69481,71942,74626
40,-80,2013-08-25,32642,34777,36806,38412,62518,225,1831,3859,5994
40,-70,2013-08-25,30240,32375,34404,36010,60119,84227,85833,1462,3597
20,-160,2013-08-25,54433,56039,57623,58905,81714,18123,19406,20990,22595
40,-90,2013-08-11,33896,36200,38340,40011,65108,3805,5475,7615,9919
40,-110,2013-08-11,38701,41004,43144,44814,69907,8600,10271,12410,14713
40,-70,2013-08-11,29091,31396,33537,35207,60308,85409,680,2820,5125
30,-80,2013-08-11,33509,35389,37200,38643,62708,372,1816,3627,5507
30,-110,2013-08-04,40354,42282,44128,45594,69963,7931,9398,11244,13172
40,-80,2013-07-28,30290,32803,35075,36821,62790,2358,4104,6376,8889
60,-150,2013-07-21,,,43656,47678,79587,25095,29118,,
40,-70,2013-07-21,27304,29928,32266,34049,60386,323,2106,4444,7068
30,-80,2013-07-07,31807,33914,35889,37438,62699,1561,3110,5085,7192
30,-90,2013-07-07,34208,36315,38290,39839,65100,3961,5509,7485,9591
40,-120,2013-07-07,38307,41128,43577,45422,72301,12779,14624,17073,19894
50,-120,2013-06-30,,36377,40238,42763,72226,15289,17815,21676,
40,-90,2013-06-23,30519,33442,35946,37821,64939,5656,7531,10035,12958
30,-80,2013-06-02,31451,33548,35517,37062,62283,1104,2649,4618,6715
40,-80,2013-05-19,29277,31867,34185,35957,62189,2021,3793,6111,8702
40,-120,2013-05-05,40124,42498,44683,46379,71799,10819,12515,14699,17073
40,-80,2013-05-05,30535,32907,35091,36786,62199,1212,2907,5091,7463
40,-90,2013-04-14,35169,37278,39290,40886,64810,2334,3930,5942,8051
20,-80,2013-04-07,35611,37187,38749,40015,62521,85026,86293,1454,3030
40,-90,2013-03-31,36721,38713,40648,42201,65042,1482,3036,4971,6963
40,-70,2013-03-17,33423,35342,37233,38769,60494,82219,83755,85646,1165
50,-120,2013-02-24,47075,49321,51567,53425,72787,5748,7606,9852,12098
30,-100,2013-02-17,43039,44708,46390,47775,68037,1899,3284,4965,6635
40,-70,2013-02-10,36419,38310,40225,41817,60853,79888,81480,83396,85287
20,-160,2013-02-03,57550,59118,60698,61999,82432,16465,17766,19347,20914
20,-80,2013-01-13,38411,40019,41646,42989,62931,82872,84216,85842,1051
30,-80,2013-01-06,39121,40865,42643,44128,62762,81396,82880,84659,3
40,-120,2013-01-06,49518,51483,53508,55223,72365,3106,4821,6846,8811
30,-110,2013-01-06,46322,48066,49844,51328,69964,2200,3684,5462,7206
40,-90,2012-12-30,42260,44235,46273,48003,64970,81937,83667,85705,1280
40,-80,2012-12-23,39715,41694,43739,45475,62363,79251,80988,83033,85012
40,-70,2012-12-16,37093,39071,41115,42849,59755,76660,78395,80438,82417
40,-110,2012-12-09,46412,48384,50419,52144,69160,86175,1500,3535,5507
50,-120,2012-12-09,49709,52066,54543,56706,71560,14,2178,4655,7011
-30,30,2012-12-02,4599,6687,8650,10188,35372,60557,62094,64057,66145
-30,20,2012-11-18,7386,9381,11277,12772,37515,62257,63753,65648,67643
40,-110,2012-11-11,44895,46809,48762,50397,68646,496,2131,4084,5997
40,-70,2012-10-28,34450,36338,38247,39833,59024,78216,79802,81711,83599
50,-80,2012-10-21,36287,38529,40785,42663,61471,80280,82158,84414,256
40,-70,2012-10-21,34029,35911,37805,39371,59071,78772,80338,82232,84114
40,-80,2012-10-21,36431,38312,40206,41773,61471,81170,82736,84630,111
30,-100,2012-10-14,40927,42590,44259,45629,66350,671,2042,3710,5374
40,-80,2012-10-14,36010,37891,39775,41326,61551,81776,83327,85211,692
30,-110,2012-10-14,43328,44991,46660,48031,68750,3069,4440,6108,7772
40,-70,2012-10-07,33184,35072,36952,38492,59258,80024,81565,83445,85333
30,-120,2012-10-07,45479,47143,48806,50169,71256,5943,7306,8970,10634
-10,120,2012-09-23,74341,75805,77268,78462,13939,35816,37011,38474,39938
40,-70,2012-09-23,32311,34236,36131,37668,59528,81388,82925,84820,346
30,-80,2012-09-16,35114,36812,38491,39855,62077,84298,85662,941,2639
40,-110,2012-09-09,40981,42982,44922,46480,69424,5967,7525,9466,11467
40,-80,2012-08-19,32181,34380,36451,38082,62608,733,2364,4435,6634
40,-90,2012-08-12,34001,36288,38418,40082,65095,3708,5372,7501,9788
30,-80,2012-08-12,33572,35443,37248,38687,62695,303,1742,3547,5418
40,-80,2012-08-05,31000,33386,35579,37280,62756,1831,3532,5725,8111
30,-120,2012-07-08,41460,43560,45531,47077,72312,11147,12692,14664,16764
